Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
175,nav2,1768528729846306491,1768528729998955234,1768528729998989863,1768528730000216031,152.6487,0.0346,1.2262,153.9095,0.200000,0.000000
176,nav2,1768528729887874413,1768528730027294776,1768528730027328869,1768528730051321464,139.4204,0.0341,23.9926,163.4471,0.200000,0.000000
177,nav2,1768528729952593657,1768528730102788427,1768528730102844741,1768528730111356650,150.1948,0.0563,8.5119,158.7630,0.200000,0.000000
178,nav2,1768528729983997383,1768528730149258484,1768528730149313595,1768528730151785463,165.2611,0.0551,2.4719,167.7881,0.200000,0.000000
179,nav2,1768528730057378039,1768528730197189791,1768528730197241957,1768528730216386238,139.8118,0.0522,19.1443,159.0082,0.200000,0.000000
180,nav2,1768528730088527257,1768528730309196691,1768528730309230413,1768528730313405620,220.6694,0.0337,4.1752,224.8784,0.200000,0.000000
181,nav2,1768528730152293257,1768528730344207840,1768528730344239488,1768528730362530463,191.9146,0.0316,18.2910,210.2372,0.200000,0.000000
182,nav2,1768528730193475382,1768528730386801088,1768528730386851365,1768528730389912361,193.3257,0.0503,3.0610,196.4370,0.200000,0.000000
183,nav2,1768528730267535468,1768528730435861999,1768528730435912239,1768528730449308070,168.3265,0.0502,13.3958,181.7726,0.200000,0.000000
184,nav2,1768528730298915457,1768528730461218912,1768528730461270171,1768528730470088081,162.3035,0.0513,8.8179,171.1726,0.200000,0.000000
185,nav2,1768528730373185123,1768528730531404170,1768528730531442355,1768528730534636428,158.2190,0.0382,3.1941,161.4513,0.200000,0.000000
186,nav2,1768528730393299976,1768528730572382947,1768528730572441465,1768528730575680648,179.0830,0.0585,3.2392,182.3807,0.200000,0.000000
187,nav2,1768528730455196427,1768528730610215392,1768528730610266707,1768528730612793295,155.0190,0.0513,2.5266,157.5969,0.200000,0.000000
188,nav2,1768528730486027101,1768528730632307937,1768528730635826489,1768528730647898287,146.2808,3.5186,12.0718,161.8712,0.200000,0.000000
