Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
173,nav2,1768472719886235516,1768472719888101477,1768472719888134588,1768472719890059149,1.8660,0.0331,1.9246,3.8236,0.200000,0.000000
174,nav2,1768472719936225016,1768472719938125785,1768472719938213896,1768472719940204253,1.9008,0.0881,1.9904,3.9792,0.200000,0.000000
175,nav2,1768472719986763097,1768472719988538721,1768472719988570925,1768472719989717926,1.7756,0.0322,1.1470,2.9548,0.200000,0.000000
176,nav2,1768472720036651937,1768472720042286155,1768472720042318248,1768472720043214701,5.6342,0.0321,0.8965,6.5628,0.200000,0.000000
177,nav2,1768472720085970056,1768472720088496006,1768472720088526820,1768472720089568851,2.5259,0.0308,1.0420,3.5988,0.200000,0.000000
178,nav2,1768472720137050580,1768472720139023755,1768472720139055903,1768472720140526824,1.9732,0.0321,1.4709,3.4762,0.200000,0.000000
179,nav2,1768472720185308123,1768472720186991576,1768472720187023150,1768472720188481444,1.6835,0.0316,1.4583,3.1733,0.200000,0.000000
180,nav2,1768472720239824712,1768472720241816986,1768472720241848022,1768472720243798604,1.9923,0.0310,1.9506,3.9739,0.200000,0.000000
181,nav2,1768472720285593554,1768472720287597209,1768472720287627912,1768472720288431412,2.0037,0.0307,0.8035,2.8379,0.200000,0.000000
182,nav2,1768472720336979327,1768472720339196878,1768472720339232600,1768472720340409876,2.2176,0.0357,1.1773,3.4305,0.200000,0.000000
183,nav2,1768472720385669747,1768472720387328309,1768472720387360698,1768472720388249121,1.6586,0.0324,0.8884,2.5794,0.200000,0.000000
184,nav2,1768472720437636178,1768472720440665820,1768472720440700597,1768472720443797585,3.0296,0.0348,3.0970,6.1614,0.200000,0.000000
185,nav2,1768472720487889549,1768472720489612098,1768472720489645838,1768472720490689201,1.7225,0.0337,1.0434,2.7997,0.200000,0.000000
186,nav2,1768472720538135340,1768472720540074144,1768472720540103033,1768472720541329628,1.9388,0.0289,1.2266,3.1943,0.200000,0.000000
187,nav2,1768472720586087380,1768472720587719097,1768472720587750560,1768472720588592451,1.6317,0.0315,0.8419,2.5051,0.200000,0.000000
188,nav2,1768472720635706727,1768472720637429889,1768472720637462389,1768472720638353215,1.7232,0.0325,0.8908,2.6465,0.200000,0.000000
